SecId,Date,Ticker,TimeBarStart,FirstTradePrice,HighTradePrice,LowTradePrice,LastTradePrice,VolumeWeightPrice,Volume,TotalTrades,FirstTradePriceAdjusted,HighTradePriceAdjusted,LowTradePriceAdjusted,LastTradePriceAdjusted,VolumeWeightPriceAdjusted,VolumeAdjusted
33449,20200128,AAPL,04:15,310.89,310.95,310.84,310.95,310.88284,510,9,77.1900,77.2049,77.1776,77.2049,77.18819,2040
33449,20200128,AAPL,04:16,310.93,310.93,310.93,310.93,310.93,100,1,77.1999,77.1999,77.1999,77.1999,77.19990,400
33449,20200128,AAPL,04:17,310.93,310.93,310.9,310.9,310.914,45,2,77.1999,77.1999,77.1925,77.1925,77.19593,180
33449,20200128,AAPL,04:18,310.95,310.96,310.95,310.96,310.9575,80,3,77.2049,77.2074,77.2049,77.2074,77.20673,320
33449,20200128,AAPL,04:19,310.98,311.06,310.98,311.06,310.99016,315,5,77.2123,77.2322,77.2123,77.2322,77.21484,1260
33449,20200128,AAPL,04:20,310.98,310.98,310.98,310.98,310.98,10,1,77.2123,77.2123,77.2123,77.2123,77.21232,40
33449,20200128,AAPL,04:22,310.98,311.07,310.98,311.07,311.06246,211,4,77.2123,77.2347,77.2123,77.2347,77.23279,844
33449,20200128,AAPL,04:23,311.0,311.09,311.0,311.09,311.08571,42,2,77.2173,77.2396,77.2173,77.2396,77.23856,168
33449,20200128,AAPL,04:24,311.0,311.0,310.98,311.0,310.99829,164,5,77.2173,77.2173,77.2123,77.2173,77.21686,656
33449,20200128,AAPL,04:25,311.1,311.15,310.96,311.1,311.02837999999997,717,8,77.2421,77.2545,77.2074,77.2421,77.22433,2868
33449,20200128,AAPL,04:26,310.91,311.1,310.85,310.85,310.92811,249,8,77.1949,77.2421,77.1800,77.1800,77.19943,996
33449,20200128,AAPL,04:27,310.79,310.79,310.75,310.75,310.76448,192,4,77.1651,77.1651,77.1552,77.1552,77.15881,768
33449,20200128,AAPL,04:28,310.7,310.75,310.62,310.62,310.72244,205,5,77.1428,77.1552,77.1229,77.1229,77.14837,820
33449,20200128,AAPL,04:29,310.84,310.84,310.84,310.84,310.84,10,1,77.1776,77.1776,77.1776,77.1776,77.17756,40
33449,20200128,AAPL,04:30,310.95,310.95,310.95,310.95,310.95,90,2,77.2049,77.2049,77.2049,77.2049,77.20487,360
33449,20200128,AAPL,04:31,310.85,310.85,310.85,310.85,310.85,2,1,77.1800,77.1800,77.1800,77.1800,77.18004,8
33449,20200128,AAPL,04:32,310.92,311.03,310.92,311.03,310.93492000000003,122,3,77.1974,77.2247,77.1974,77.2247,77.20112,488
33449,20200128,AAPL,04:33,311.15,311.28,311.15,311.28,311.254,35,2,77.2545,77.2868,77.2545,77.2868,77.28035,140
33449,20200128,AAPL,04:34,311.3,311.35,311.3,311.35,311.33187000000004,353,7,77.2918,77.3042,77.2918,77.3042,77.29968,1412
33449,20200128,AAPL,04:35,311.25,311.3,311.25,311.28,311.26715,249,4,77.2794,77.2918,77.2794,77.2868,77.28361,996
33449,20200128,AAPL,04:37,311.25,311.29,311.25,311.29,311.25667000000004,120,3,77.2794,77.2893,77.2794,77.2893,77.28101,480
33449,20200128,AAPL,04:38,311.15,311.35,311.1,311.35,311.25405,1149,11,77.2545,77.3042,77.2421,77.3042,77.28036,4596
33449,20200128,AAPL,04:40,311.33,311.33,311.33,311.33,311.33,48,1,77.2992,77.2992,77.2992,77.2992,77.29922,192
33449,20200128,AAPL,04:41,311.17,311.17,311.17,311.17,311.17,200,1,77.2595,77.2595,77.2595,77.2595,77.25949,800
33449,20200128,AAPL,04:42,311.32,311.49,311.32,311.49,311.34372,557,9,77.2967,77.3389,77.2967,77.3389,77.30262,2228
33449,20200128,AAPL,04:43,311.49,311.7,311.39,311.7,311.52901,1010,14,77.3389,77.3911,77.3141,77.3911,77.34863,4040
33449,20200128,AAPL,04:44,311.6,311.7,311.6,311.7,311.61176,17,2,77.3663,77.3911,77.3663,77.3911,77.36918,68
33449,20200128,AAPL,04:45,311.77,311.77,311.77,311.77,311.77,12,1,77.4085,77.4085,77.4085,77.4085,77.40846,48
33449,20200128,AAPL,04:47,311.7,311.75,311.53,311.75,311.65614,830,11,77.3911,77.4035,77.3489,77.4035,77.38019,3320
33449,20200128,AAPL,04:48,311.68,311.68,311.54,311.54,311.55261,222,5,77.3861,77.3861,77.3514,77.3514,77.35449,888
33449,20200128,AAPL,04:49,311.53,311.68,311.53,311.68,311.555,180,3,77.3489,77.3861,77.3489,77.3861,77.35508,720
33449,20200128,AAPL,04:50,311.53,311.53,311.5,311.5,311.51442000000003,654,7,77.3489,77.3489,77.3414,77.3414,77.34501,2616
33449,20200128,AAPL,04:51,311.5,311.5,311.5,311.5,311.5,50,1,77.3414,77.3414,77.3414,77.3414,77.34143,200
33449,20200128,AAPL,04:52,311.5,311.5,311.5,311.5,311.5,6,1,77.3414,77.3414,77.3414,77.3414,77.34143,24
33449,20200128,AAPL,04:53,311.5,311.5,311.15,311.15,311.24211,38,2,77.3414,77.3414,77.2545,77.2545,77.27740,152
33449,20200128,AAPL,04:55,311.49,311.5,311.49,311.5,311.49972,71,4,77.3389,77.3414,77.3389,77.3414,77.34136,284
33449,20200128,AAPL,04:56,311.2,311.2,311.2,311.2,311.2,33,2,77.2669,77.2669,77.2669,77.2669,77.26694,132
33449,20200128,AAPL,04:57,311.2,311.2,311.2,311.2,311.2,567,3,77.2669,77.2669,77.2669,77.2669,77.26694,2268
33449,20200128,AAPL,04:58,311.22,311.47,311.22,311.47,311.30332999999996,150,2,77.2719,77.3340,77.2719,77.3340,77.29260,600
33449,20200128,AAPL,04:59,311.5,311.6,311.2,311.2,311.25681000000003,1130,9,77.3414,77.3663,77.2669,77.2669,77.28105,4520
33449,20200128,AAPL,05:00,311.41,311.6,311.41,311.6,311.44167000000004,24,2,77.3191,77.3663,77.3191,77.3663,77.32694,96
33449,20200128,AAPL,05:01,311.58,311.58,311.58,311.58,311.58,110,2,77.3613,77.3613,77.3613,77.3613,77.36129,440
33449,20200128,AAPL,05:02,311.6,311.6,311.58,311.58,311.5801,201,5,77.3663,77.3663,77.3613,77.3613,77.36131,804
33449,20200128,AAPL,05:05,311.58,311.58,311.48,311.58,311.49477,88,6,77.3613,77.3613,77.3365,77.3613,77.34013,352
33449,20200128,AAPL,05:06,311.58,311.58,311.45,311.5,311.45832,358,6,77.3613,77.3613,77.3290,77.3414,77.33108,1432
33449,20200128,AAPL,05:07,311.5,311.5,311.5,311.5,311.5,200,1,77.3414,77.3414,77.3414,77.3414,77.34143,800
33449,20200128,AAPL,05:08,311.5,311.5,311.5,311.5,311.5,500,1,77.3414,77.3414,77.3414,77.3414,77.34143,2000
33449,20200128,AAPL,05:09,311.5,311.5,311.5,311.5,311.5,293,1,77.3414,77.3414,77.3414,77.3414,77.34143,1172
33449,20200128,AAPL,05:11,311.58,311.6,311.35,311.35,311.4799,200,4,77.3613,77.3663,77.3042,77.3042,77.33644,800
33449,20200128,AAPL,05:12,311.6,311.74,311.6,311.74,311.73222000000004,72,3,77.3663,77.4010,77.3663,77.4010,77.39908,288
33449,20200128,AAPL,05:13,311.52,311.59,311.35,311.5,311.47589,550,12,77.3464,77.3638,77.3042,77.3414,77.33544,2200
33449,20200128,AAPL,05:14,311.49,311.55,311.49,311.55,311.51,300,5,77.3389,77.3538,77.3389,77.3538,77.34391,1200
33449,20200128,AAPL,05:15,311.5,311.5,311.5,311.5,311.5,135,2,77.3414,77.3414,77.3414,77.3414,77.34143,540
33449,20200128,AAPL,05:17,311.6,311.6,311.6,311.6,311.6,32,1,77.3663,77.3663,77.3663,77.3663,77.36626,128
33449,20200128,AAPL,05:18,311.4,311.71,311.4,311.71,311.70153,1505,10,77.3166,77.3936,77.3166,77.3936,77.39146,6020
33449,20200128,AAPL,05:23,311.7,311.7,311.7,311.7,311.7,70,1,77.3911,77.3911,77.3911,77.3911,77.39108,280
33449,20200128,AAPL,05:25,311.7,311.75,311.7,311.75,311.72,50,2,77.3911,77.4035,77.3911,77.4035,77.39605,200
33449,20200128,AAPL,05:26,311.68,311.68,311.49,311.49,311.49807999999996,120,4,77.3861,77.3861,77.3389,77.3389,77.34095,480
33449,20200128,AAPL,05:27,311.49,311.68,311.48,311.48,311.62482,552,7,77.3389,77.3861,77.3365,77.3365,77.37242,2208
33449,20200128,AAPL,05:31,311.26,311.45,311.23,311.45,311.27927999999997,138,3,77.2818,77.3290,77.2744,77.3290,77.28662,552
33449,20200128,AAPL,05:32,311.45,311.5,311.43,311.5,311.48918,901,8,77.3290,77.3414,77.3240,77.3414,77.33874,3604
33449,20200128,AAPL,05:34,311.49,311.49,311.26,311.26,311.33667,150,3,77.3389,77.3389,77.2818,77.2818,77.30087,600
33449,20200128,AAPL,05:35,311.49,311.5,311.26,311.26,311.42451,51,3,77.3389,77.3414,77.2818,77.2818,77.32268,204
33449,20200128,AAPL,05:38,311.47,311.5,311.47,311.5,311.48926,176,3,77.3340,77.3414,77.3340,77.3414,77.33876,704
33449,20200128,AAPL,05:39,311.5,311.5,311.5,311.5,311.5,100,1,77.3414,77.3414,77.3414,77.3414,77.34143,400
33449,20200128,AAPL,05:40,311.57,311.57,311.26,311.26,311.2755,60,2,77.3588,77.3588,77.2818,77.2818,77.28569,240
33449,20200128,AAPL,05:41,311.49,311.5,311.49,311.5,311.4998,204,3,77.3389,77.3414,77.3389,77.3414,77.34138,816
33449,20200128,AAPL,05:42,311.5,311.5,311.5,311.5,311.5,200,2,77.3414,77.3414,77.3414,77.3414,77.34143,800
33449,20200128,AAPL,05:43,311.5,311.5,311.5,311.5,311.5,31,2,77.3414,77.3414,77.3414,77.3414,77.34143,124
33449,20200128,AAPL,05:45,311.59,311.59,311.59,311.59,311.59,11,1,77.3638,77.3638,77.3638,77.3638,77.36377,44
33449,20200128,AAPL,05:48,311.6,311.68,311.6,311.6,311.60419,210,3,77.3663,77.3861,77.3663,77.3663,77.36730,840
33449,20200128,AAPL,05:49,311.59,311.67,311.59,311.67,311.6564,50,3,77.3638,77.3836,77.3638,77.3836,77.38026,200
33449,20200128,AAPL,05:50,311.68,311.68,311.67,311.67,311.6719,100,2,77.3861,77.3861,77.3836,77.3836,77.38411,400
33449,20200128,AAPL,05:52,311.65,311.65,311.5,311.5,311.56403,253,4,77.3787,77.3787,77.3414,77.3414,77.35732,1012
33449,20200128,AAPL,05:54,311.5,311.5,311.5,311.5,311.5,675,13,77.3414,77.3414,77.3414,77.3414,77.34143,2700
33449,20200128,AAPL,05:55,311.46,311.46,311.44,311.44,311.45714,7,2,77.3315,77.3315,77.3265,77.3265,77.33079,28
33449,20200128,AAPL,05:57,311.44,311.5,311.26,311.26,311.46901,293,5,77.3265,77.3414,77.2818,77.2818,77.33373,1172
33449,20200128,AAPL,05:58,311.5,311.5,311.5,311.5,311.5,3,1,77.3414,77.3414,77.3414,77.3414,77.34143,12
33449,20200128,AAPL,06:00,311.49,311.49,311.4,311.4,311.475,6,2,77.3389,77.3389,77.3166,77.3166,77.33522,24
33449,20200128,AAPL,06:01,311.31,311.31,311.2,311.2,311.29337000000004,457,10,77.2943,77.2943,77.2669,77.2669,77.29012,1828
33449,20200128,AAPL,06:02,311.2,311.2,311.15,311.15,311.19861000000003,1081,22,77.2669,77.2669,77.2545,77.2545,77.26660,4324
33449,20200128,AAPL,06:04,311.1,311.44,311.01,311.44,311.02812,1022,14,77.2421,77.3265,77.2198,77.3265,77.22427,4088
33449,20200128,AAPL,06:08,311.05,311.05,311.02,311.02,311.02336,134,3,77.2297,77.2297,77.2222,77.2222,77.22308,536
33449,20200128,AAPL,06:09,311.02,311.02,311.02,311.02,311.02,66,1,77.2222,77.2222,77.2222,77.2222,77.22225,264
33449,20200128,AAPL,06:10,311.05,311.05,311.05,311.05,311.05,6,1,77.2297,77.2297,77.2297,77.2297,77.22970,24
33449,20200128,AAPL,06:11,311.01,311.01,311.01,311.01,311.01,13,1,77.2198,77.2198,77.2198,77.2198,77.21977,52
33449,20200128,AAPL,06:12,311.01,311.28,311.0,311.0,311.05985,130,7,77.2198,77.2868,77.2173,77.2173,77.23214,520
33449,20200128,AAPL,06:13,311.0,311.0,311.0,311.0,311.0,145,5,77.2173,77.2173,77.2173,77.2173,77.21728,580
33449,20200128,AAPL,06:14,311.39,311.39,311.25,311.3,311.28907000000004,108,4,77.3141,77.3141,77.2794,77.2918,77.28906,432
33449,20200128,AAPL,06:15,310.91,310.91,310.77,310.77,310.83023,600,13,77.1949,77.1949,77.1602,77.1602,77.17513,2400
33449,20200128,AAPL,06:16,310.78,310.78,310.55,310.55,310.62662,1330,13,77.1627,77.1627,77.1056,77.1056,77.12458,5320
33449,20200128,AAPL,06:18,310.65,311.0,310.56,310.56,310.78081000000003,86,4,77.1304,77.2173,77.1080,77.1080,77.16286,344
33449,20200128,AAPL,06:22,310.97,310.97,310.97,310.97,310.97,25,1,77.2098,77.2098,77.2098,77.2098,77.20983,100
33449,20200128,AAPL,06:23,310.8,310.8,310.8,310.8,310.8,100,2,77.1676,77.1676,77.1676,77.1676,77.16763,400
33449,20200128,AAPL,06:27,310.99,311.17,310.99,311.17,311.155,60,2,77.2148,77.2595,77.2148,77.2595,77.25577,240
33449,20200128,AAPL,06:28,311.03,311.15,311.02,311.15,311.10472999999996,275,4,77.2247,77.2545,77.2222,77.2545,77.24329,1100
33449,20200128,AAPL,06:30,311.15,311.15,311.15,311.15,311.15,36,1,77.2545,77.2545,77.2545,77.2545,77.25453,144
33449,20200128,AAPL,06:31,311.1,311.1,311.1,311.1,311.1,500,4,77.2421,77.2421,77.2421,77.2421,77.24211,2000
33449,20200128,AAPL,06:32,311.15,311.15,310.72,310.72,311.00156,1025,3,77.2545,77.2545,77.1478,77.1478,77.21767,4100
33449,20200128,AAPL,06:35,310.97,310.97,310.97,310.97,310.97,3,1,77.2098,77.2098,77.2098,77.2098,77.20983,12
33449,20200128,AAPL,06:36,310.98,311.08,310.98,310.99,310.99175,1157,6,77.2123,77.2371,77.2123,77.2148,77.21523,4628
33449,20200128,AAPL,06:38,310.99,310.99,310.99,310.99,310.99,2,1,77.2148,77.2148,77.2148,77.2148,77.21480,8
33449,20200128,AAPL,06:39,310.98,310.98,310.98,310.98,310.98,50,1,77.2123,77.2123,77.2123,77.2123,77.21232,200
33449,20200128,AAPL,06:41,310.98,310.99,310.98,310.98,310.98042000000004,1200,4,77.2123,77.2148,77.2123,77.2123,77.21242,4800
33449,20200128,AAPL,06:42,310.98,310.98,310.98,310.98,310.98,20,1,77.2123,77.2123,77.2123,77.2123,77.21232,80
33449,20200128,AAPL,06:43,310.98,310.98,310.98,310.98,310.98,4,1,77.2123,77.2123,77.2123,77.2123,77.21232,16
33449,20200128,AAPL,06:45,310.99,311.08,310.99,311.08,311.008,10,3,77.2148,77.2371,77.2148,77.2371,77.21927,40
33449,20200128,AAPL,06:46,311.17,311.28,311.08,311.24,311.19457,394,8,77.2595,77.2868,77.2371,77.2769,77.26559,1576
33449,20200128,AAPL,06:47,311.3,311.3,311.28,311.3,311.291,280,6,77.2918,77.2918,77.2868,77.2918,77.28953,1120
33449,20200128,AAPL,06:49,311.1,311.1,311.02,311.02,311.05349,700,7,77.2421,77.2421,77.2222,77.2222,77.23056,2800
33449,20200128,AAPL,06:51,311.24,311.25,311.05,311.05,311.18,300,6,77.2769,77.2794,77.2297,77.2297,77.26197,1200
33449,20200128,AAPL,06:52,311.25,311.5,311.25,311.3,311.31644,706,21,77.2794,77.3414,77.2794,77.2918,77.29585,2824
33449,20200128,AAPL,06:53,311.48,311.5,311.45,311.5,311.48947999999996,290,4,77.3365,77.3414,77.3290,77.3414,77.33881,1160
33449,20200128,AAPL,06:54,311.59,311.59,311.59,311.59,311.59,10,1,77.3638,77.3638,77.3638,77.3638,77.36377,40
33449,20200128,AAPL,06:56,311.58,311.62,311.58,311.6,311.59648,728,7,77.3613,77.3712,77.3613,77.3663,77.36538,2912
33449,20200128,AAPL,06:57,311.63,311.63,311.63,311.63,311.63,100,1,77.3737,77.3737,77.3737,77.3737,77.37370,400
33449,20200128,AAPL,06:58,311.79,311.82,311.78,311.82,311.79497000000003,1005,9,77.4134,77.4209,77.4109,77.4209,77.41466,4020
33449,20200128,AAPL,06:59,311.81,311.89,311.81,311.89,311.86893,1088,9,77.4184,77.4383,77.4184,77.4383,77.43303,4352
33449,20200128,AAPL,07:00,311.86,311.95,311.62,311.81,311.7739,7440,84,77.4308,77.4532,77.3712,77.4184,77.40943,29760
33449,20200128,AAPL,07:01,311.81,311.98,311.8,311.95,311.88142,5672,53,77.4184,77.4606,77.4159,77.4532,77.43613,22688
33449,20200128,AAPL,07:02,311.94,312.1,311.88,312.1,311.97209,5906,61,77.4507,77.4904,77.4358,77.4904,77.45864,23624
33449,20200128,AAPL,07:03,312.06,312.1,311.9,311.99,312.00225,3638,37,77.4805,77.4904,77.4407,77.4631,77.46613,14552
33449,20200128,AAPL,07:04,312.0,312.0,311.9,311.99,311.97574,920,20,77.4656,77.4656,77.4407,77.4631,77.45955,3680
33449,20200128,AAPL,07:05,311.99,312.0,311.86,311.9,311.91783,3245,34,77.4631,77.4656,77.4308,77.4407,77.44517,12980
33449,20200128,AAPL,07:06,311.89,311.99,311.79,311.8,311.86495,2756,30,77.4383,77.4631,77.4134,77.4159,77.43204,11024
33449,20200128,AAPL,07:07,311.79,311.8,311.67,311.8,311.75027,1674,21,77.4134,77.4159,77.3836,77.4159,77.40357,6696
33449,20200128,AAPL,07:08,311.81,311.81,311.41,311.49,311.54432,14710,95,77.4184,77.4184,77.3191,77.3389,77.35243,58840
33449,20200128,AAPL,07:09,311.46,311.48,311.22,311.4,311.29764,1586,29,77.3315,77.3365,77.2719,77.3166,77.29118,6344
33449,20200128,AAPL,07:10,311.39,311.5,311.3,311.5,311.43138,1658,17,77.3141,77.3414,77.2918,77.3414,77.32439,6632
33449,20200128,AAPL,07:11,311.51,311.69,311.5,311.6,311.52853999999996,3286,23,77.3439,77.3886,77.3414,77.3663,77.34851,13144
33449,20200128,AAPL,07:12,311.69,311.9,311.69,311.9,311.78089,1093,13,77.3886,77.4407,77.3886,77.4407,77.41117,4372
33449,20200128,AAPL,07:13,311.95,312.13,311.95,312.12,312.05528,2034,29,77.4532,77.4978,77.4532,77.4954,77.47930,8136
33449,20200128,AAPL,07:14,312.12,312.2,312.08,312.08,312.1375,3503,32,77.4954,77.5152,77.4854,77.4854,77.49971,14012
33449,20200128,AAPL,07:15,312.2,312.29,312.14,312.21,312.21299999999997,3776,27,77.5152,77.5376,77.5003,77.5177,77.51846,15104
33449,20200128,AAPL,07:16,312.2,312.21,312.1,312.15,312.16571,1327,21,77.5152,77.5177,77.4904,77.5028,77.50671,5308
33449,20200128,AAPL,07:17,312.14,312.14,312.0,312.0,312.0657,3171,39,77.5003,77.5003,77.4656,77.4656,77.48188,12684
33449,20200128,AAPL,07:18,312.0,312.07,311.96,312.01,312.00217999999995,2453,35,77.4656,77.4830,77.4556,77.4681,77.46611,9812
33449,20200128,AAPL,07:19,312.07,312.19,312.07,312.1,312.10141,333,7,77.4830,77.5127,77.4830,77.4904,77.49075,1332
33449,20200128,AAPL,07:20,312.21,312.23,312.11,312.22,312.20811000000003,1638,29,77.5177,77.5227,77.4929,77.5202,77.51724,6552
33449,20200128,AAPL,07:21,312.15,312.2,312.13,312.2,312.1819,1150,20,77.5028,77.5152,77.4978,77.5152,77.51073,4600
33449,20200128,AAPL,07:22,312.2,312.22,312.13,312.13,312.1643,793,12,77.5152,77.5202,77.4978,77.4978,77.50636,3172
33449,20200128,AAPL,07:23,312.1,312.15,312.1,312.15,312.13,1700,9,77.4904,77.5028,77.4904,77.5028,77.49785,6800
33449,20200128,AAPL,07:24,312.2,312.22,312.12,312.17,312.16483,1144,15,77.5152,77.5202,77.4954,77.5078,77.50650,4576
33449,20200128,AAPL,07:25,312.17,312.17,312.11,312.13,312.13567,1538,17,77.5078,77.5078,77.4929,77.4978,77.49926,6152
33449,20200128,AAPL,07:26,312.15,312.21,312.14,312.15,312.19818,3016,26,77.5028,77.5177,77.5003,77.5028,77.51478,12064
33449,20200128,AAPL,07:27,312.21,312.22,312.2,312.22,312.21281,1421,11,77.5177,77.5202,77.5152,77.5202,77.51841,5684
33449,20200128,AAPL,07:28,312.22,312.43,312.21,312.43,312.27672,3563,33,77.5202,77.5723,77.5177,77.5723,77.53428,14252
33449,20200128,AAPL,07:29,312.37,312.55,312.37,312.55,312.50798,3586,41,77.5574,77.6021,77.5574,77.6021,77.59170,14344
33449,20200128,AAPL,07:30,312.66,312.69,312.35,312.39,312.46443999999997,3163,59,77.6294,77.6369,77.5525,77.5624,77.58088,12652
33449,20200128,AAPL,07:31,312.43,312.45,312.35,312.45,312.3933,2212,25,77.5723,77.5773,77.5525,77.5773,77.56322,8848
33449,20200128,AAPL,07:32,312.45,312.5,312.36,312.4,312.42058,1557,32,77.5773,77.5897,77.5550,77.5649,77.56999,6228
33449,20200128,AAPL,07:33,312.49,312.67,312.44,312.55,312.50999,2166,28,77.5872,77.6319,77.5748,77.6021,77.59219,8664
33449,20200128,AAPL,07:34,312.58,312.74,312.58,312.74,312.65737,2095,31,77.6096,77.6493,77.6096,77.6493,77.62879,8380
33449,20200128,AAPL,07:35,312.74,312.9,312.7,312.88,312.82357,4900,55,77.6493,77.6890,77.6394,77.6841,77.67005,19600
33449,20200128,AAPL,07:36,312.85,312.87,312.6,312.7,312.72616,5175,69,77.6766,77.6816,77.6145,77.6394,77.64587,20700
33449,20200128,AAPL,07:37,312.74,312.85,312.7,312.7,312.75973999999997,10775,60,77.6493,77.6766,77.6394,77.6394,77.65420,43100
33449,20200128,AAPL,07:38,312.7,312.76,312.63,312.68,312.70326,4046,41,77.6394,77.6543,77.6220,77.6344,77.64018,16184
33449,20200128,AAPL,07:39,312.69,312.84,312.69,312.77,312.72772000000003,1319,20,77.6369,77.6741,77.6369,77.6568,77.64625,5276
33449,20200128,AAPL,07:40,312.8,312.86,312.8,312.8,312.84589,4715,31,77.6642,77.6791,77.6642,77.6642,77.67559,18860
33449,20200128,AAPL,07:41,312.84,312.85,312.63,312.64,312.76637,5641,39,77.6741,77.6766,77.6220,77.6245,77.65585,22564
33449,20200128,AAPL,07:42,312.74,312.8,312.72,312.8,312.73639,1635,24,77.6493,77.6642,77.6443,77.6642,77.64841,6540
33449,20200128,AAPL,07:43,312.73,312.74,312.45,312.49,312.55116,6815,53,77.6468,77.6493,77.5773,77.5872,77.60242,27260
33449,20200128,AAPL,07:44,312.48,312.49,312.35,312.35,312.38858999999997,1359,15,77.5847,77.5872,77.5525,77.5525,77.56205,5436
33449,20200128,AAPL,07:45,312.35,312.35,312.25,312.25,312.30894,951,9,77.5525,77.5525,77.5276,77.5276,77.54228,3804
33449,20200128,AAPL,07:46,312.34,312.47,312.34,312.46,312.38259,232,12,77.5500,77.5823,77.5500,77.5798,77.56056,928
33449,20200128,AAPL,07:47,312.5,312.5,312.48,312.5,312.494,430,10,77.5897,77.5897,77.5847,77.5897,77.58822,1720
33449,20200128,AAPL,07:48,312.5,312.8,312.5,312.75,312.68381,3182,24,77.5897,77.6642,77.5897,77.6518,77.63535,12728
33449,20200128,AAPL,07:49,312.81,312.85,312.65,312.78,312.79332,1447,17,77.6667,77.6766,77.6270,77.6592,77.66254,5788
33449,20200128,AAPL,07:50,312.75,312.75,312.6,312.7,312.66474,1147,16,77.6518,77.6518,77.6145,77.6394,77.63062,4588
33449,20200128,AAPL,07:51,312.7,312.71,312.6,312.6,312.69241,4122,45,77.6394,77.6419,77.6145,77.6145,77.63749,16488
33449,20200128,AAPL,07:52,312.63,312.64,312.6,312.64,312.61011,1093,10,77.6220,77.6245,77.6145,77.6245,77.61705,4372
33449,20200128,AAPL,07:53,312.64,312.7,312.6,312.7,312.6556,1518,17,77.6245,77.6394,77.6145,77.6394,77.62835,6072
33449,20200128,AAPL,07:54,312.71,312.71,312.69,312.7,312.70273,359,9,77.6419,77.6419,77.6369,77.6394,77.64005,1436
33449,20200128,AAPL,07:55,312.67,312.67,312.55,312.65,312.6245,2398,26,77.6319,77.6319,77.6021,77.6270,77.62063,9592
33449,20200128,AAPL,07:56,312.53,312.6,312.45,312.6,312.5321,1545,21,77.5972,77.6145,77.5773,77.6145,77.59768,6180
33449,20200128,AAPL,07:57,312.5,312.54,312.4,312.4,312.43834,730,16,77.5897,77.5996,77.5649,77.5649,77.57440,2920
33449,20200128,AAPL,07:58,312.33,312.4,312.19,312.23,312.25302999999997,2185,43,77.5475,77.5649,77.5127,77.5227,77.52839,8740
33449,20200128,AAPL,07:59,312.23,312.31,312.1,312.3,312.18025,2098,38,77.5227,77.5425,77.4904,77.5401,77.51032,8392
33449,20200128,AAPL,08:00,312.22,312.9,311.2,312.31,312.12151,91942,627,77.5202,77.6890,77.2669,77.5425,77.49574,367768
33449,20200128,AAPL,08:01,312.3001,312.41,312.25,312.25,312.30817,10582,79,77.5401,77.5674,77.5276,77.5276,77.54208,42328
33449,20200128,AAPL,08:02,312.26,312.4,312.1,312.13,312.18776,5890,75,77.5301,77.5649,77.4904,77.4978,77.51219,23560
33449,20200128,AAPL,08:03,312.4,312.4,312.217,312.33,312.32506,1520,22,77.5649,77.5649,77.5194,77.5475,77.54628,6080
